,chr,start,stop,length
2512,NW_022145607.1,14177962,14180520,2558
2513,NW_022145607.1,15120458,15122481,2023
2514,NW_022145607.1,15256474,15256819,345
2515,NW_022145607.1,15630861,15640686,9825
2516,NW_022145607.1,15758604,15760895,2291
2517,NW_022145607.1,16969081,16972569,3488
2518,NW_022145607.1,16982637,16982653,16
2519,NW_022145607.1,17841575,17845551,3976
2520,NW_022145607.1,18257946,18257958,12
2521,NW_022145607.1,18453141,18456037,2896
2522,NW_022145607.1,18592081,18598108,6027
2523,NW_022145607.1,18778234,18778239,5
2524,NW_022145607.1,19304369,19306833,2464
2525,NW_022145607.1,19313403,19316289,2886
2526,NW_022145607.1,19606788,19608956,2168
2527,NW_022145607.1,19720826,19720850,24
2528,NW_022145607.1,19740091,19740392,301
2529,NW_022145607.1,19785915,19787167,1252
2530,NW_022145607.1,19892217,19894984,2767
2531,NW_022145607.1,19907422,19909240,1818
2532,NW_022145607.1,20198919,20216429,17510
2533,NW_022145607.1,20271030,20272650,1620
2534,NW_022145607.1,20648305,20651002,2697
2535,NW_022145607.1,21039848,21055530,15682
2536,NW_022145607.1,21153140,21155195,2055
2537,NW_022145607.1,21652826,21653340,514
2538,NW_022145607.1,21731154,21731326,172
2539,NW_022145607.1,22213161,22336346,123185
2540,NW_022145607.1,22353124,22356486,3362
2541,NW_022145607.1,22732929,22733815,886
2542,NW_022145607.1,22744292,22747167,2875
2543,NW_022145607.1,22753337,22760043,6706
2544,NW_022145607.1,22869266,22891242,21976
2545,NW_022145607.1,22899979,22902576,2597
2546,NW_022145607.1,22903501,22904664,1163
2547,NW_022145607.1,23047619,23052868,5249
2548,NW_022145607.1,23309591,23311185,1594
2549,NW_022145607.1,23327796,23333322,5526
2550,NW_022145607.1,23670707,23674938,4231
2551,NW_022145607.1,23670788,23671558,770
2552,NW_022145607.1,23672868,23676286,3418
2553,NW_022145607.1,23807939,23809087,1148
2554,NW_022145607.1,24271037,24272110,1073
2555,NW_022145607.1,24450321,24457330,7009
2556,NW_022145607.1,24738078,24741075,2997
2557,NW_022145607.1,24908138,24909150,1012
2558,NW_022145607.1,25112512,25115286,2774
2559,NW_022145607.1,25148105,25152018,3913
2560,NW_022145607.1,25267184,25270059,2875
2561,NW_022145607.1,25289938,25293811,3873
2562,NW_022145607.1,25691258,25691767,509
2563,NW_022145607.1,26058393,26060597,2204
2564,NW_022145607.1,26624511,26625422,911
2565,NW_022145607.1,26640136,26642526,2390
2566,NW_022145607.1,26669616,26671684,2068
2567,NW_022145607.1,26782871,26786725,3854
2568,NW_022145607.1,27189041,27191608,2567
2569,NW_022145607.1,27336043,27337001,958
2570,NW_022145607.1,27384873,27387913,3040
2571,NW_022145607.1,27520964,27523831,2867
2572,NW_022145607.1,28276177,28278690,2513
2573,NW_022145607.1,28330326,28331517,1191
2574,NW_022145607.1,28453547,28460752,7205
2575,NW_022145607.1,28628207,28628345,138
2576,NW_022145607.1,28659367,28682810,23443
2577,NW_022145607.1,28751023,28754033,3010
2578,NW_022145607.1,28762751,28771992,9241
2579,NW_022145607.1,29075599,29080403,4804
2580,NW_022145607.1,29204189,29231466,27277
2581,NW_022145607.1,29265739,29268490,2751
2582,NW_022145607.1,29362889,29363542,653
2583,NW_022145607.1,29364397,29367474,3077
2584,NW_022145607.1,29379451,29380511,1060
2585,NW_022145607.1,29603294,29603689,395
2586,NW_022145607.1,29860168,29863661,3493
2587,NW_022145607.1,29871326,29893676,22350
2588,NW_022145607.1,29939184,29941001,1817
2589,NW_022145607.1,30105060,30105967,907
2590,NW_022145607.1,30107346,30112793,5447
2591,NW_022145607.1,30148797,30164414,15617
2592,NW_022145607.1,30497229,30499420,2191
2593,NW_022145607.1,30767619,30768969,1350
2594,NW_022145607.1,30769184,30774890,5706
2595,NW_022145607.1,30973587,30975484,1897
2596,NW_022145607.1,30980800,30985116,4316
2597,NW_022145607.1,31113733,31117889,4156
2598,NW_022145607.1,31808191,31809674,1483
2599,NW_022145607.1,31829500,31832705,3205
2600,NW_022145607.1,32714148,32715329,1181
2601,NW_022145607.1,32750820,32753451,2631
2602,NW_022145607.1,32871169,32874474,3305
2603,NW_022145607.1,33693246,33693985,739
2604,NW_022145607.1,34021533,34030393,8860
2605,NW_022145607.1,34193998,34208953,14955
2606,NW_022145607.1,34239654,34242766,3112
2607,NW_022145607.1,34403832,34405621,1789
2608,NW_022145607.1,34536415,34539172,2757
2609,NW_022145607.1,34593138,34596322,3184
2610,NW_022145607.1,34599861,34618988,19127
2611,NW_022145607.1,34653662,34655958,2296
2612,NW_022145607.1,34803685,34817690,14005
2613,NW_022145607.1,35120538,35120681,143
2614,NW_022145607.1,35195202,35196210,1008
2615,NW_022145607.1,35301870,35303730,1860
2616,NW_022145607.1,35432812,35433192,380
2617,NW_022145607.1,35437300,35452020,14720
2618,NW_022145607.1,35458521,35463203,4682
2619,NW_022145607.1,35468525,35472727,4202
2620,NW_022145607.1,35810863,35811716,853
2621,NW_022145607.1,35963054,35965740,2686
2622,NW_022145607.1,36061199,36062628,1429
2623,NW_022145607.1,36129898,36131964,2066
2624,NW_022145607.1,36483557,36484719,1162
2625,NW_022145607.1,36529553,36529722,169
2626,NW_022145607.1,37097111,37098881,1770
2627,NW_022145607.1,37346536,37350013,3477
2628,NW_022145607.1,37639458,37643529,4071
2629,NW_022145607.1,38023379,38023701,322
2630,NW_022145607.1,38288725,38290643,1918
2631,NW_022145607.1,38438380,38457515,19135
2632,NW_022145607.1,38770019,38770021,2
2633,NW_022145607.1,38808178,38810457,2279
2634,NW_022145607.1,38901497,38904739,3242
2635,NW_022145607.1,38904824,38905733,909
2636,NW_022145607.1,39113279,39114643,1364
2637,NW_022145607.1,39227728,39227767,39
2638,NW_022145607.1,39270977,39274146,3169
2639,NW_022145607.1,39274361,39274493,132
2640,NW_022145607.1,39492191,39496801,4610
2641,NW_022145607.1,39510070,39511083,1013
2642,NW_022145607.1,39965537,39971544,6007
2643,NW_022145607.1,40144747,40144852,105
2644,NW_022145607.1,40537343,40538882,1539
2645,NW_022145607.1,41870263,41875125,4862
2646,NW_022145607.1,42115652,42123235,7583
2647,NW_022145607.1,42126279,42127749,1470
2648,NW_022145607.1,42366777,42368448,1671
2649,NW_022145607.1,44109988,44111985,1997
2650,NW_022145607.1,45010035,45011210,1175
2651,NW_022145609.1,1510632,1511730,1098
2652,NW_022145609.1,1628033,1640188,12155
2653,NW_022145609.1,1810011,1812280,2269
2654,NW_022145609.1,1836677,1837119,442
2655,NW_022145609.1,1858172,1863596,5424
2656,NW_022145609.1,2166649,2167856,1207
2657,NW_022145609.1,2553263,2561184,7921
2658,NW_022145609.1,2904521,2912471,7950
2659,NW_022145609.1,2904876,2906909,2033
2660,NW_022145609.1,3353045,3355578,2533
2661,NW_022145609.1,3405403,3409275,3872
2662,NW_022145609.1,4176241,4176680,439
2663,NW_022145609.1,4926606,4926982,376
2664,NW_022145609.1,5037032,5037951,919
2665,NW_022145609.1,5056785,5058910,2125
2666,NW_022145609.1,5256735,5259104,2369
2667,NW_022145609.1,5591033,5597514,6481
2668,NW_022145609.1,5623151,5627114,3963
2669,NW_022145609.1,6801065,6802866,1801
2670,NW_022145609.1,6827098,6827730,632
2671,NW_022145609.1,7182595,7184422,1827
2672,NW_022145609.1,7204656,7208437,3781
2673,NW_022145609.1,7213329,7215044,1715
2674,NW_022145609.1,7221284,7224904,3620
2675,NW_022145609.1,7238128,7251169,13041
2676,NW_022145609.1,7604618,7607166,2548
2677,NW_022145609.1,8030838,8033203,2365
2678,NW_022145609.1,8102723,8105057,2334
2679,NW_022145609.1,8431917,8434245,2328
2680,NW_022145609.1,8514928,8515073,145
2681,NW_022145609.1,9285862,9285953,91
2682,NW_022145609.1,9368962,9374458,5496
2683,NW_022145609.1,10410173,10412672,2499
2684,NW_022145609.1,10514064,10514960,896
2685,NW_022145609.1,10687832,10690811,2979
2686,NW_022145609.1,10816296,10822685,6389
2687,NW_022145609.1,10845686,10852993,7307
2688,NW_022145609.1,11141570,11144135,2565
2689,NW_022145609.1,11245310,11245719,409
2690,NW_022145609.1,11380577,11381578,1001
2691,NW_022145609.1,11990163,11992447,2284
2692,NW_022145609.1,12068769,12069396,627
2693,NW_022145609.1,12132591,12136411,3820
2694,NW_022145609.1,13309192,13311572,2380
2695,NW_022145609.1,13482967,13485922,2955
2696,NW_022145609.1,13612216,13614573,2357
2697,NW_022145609.1,13991381,14002393,11012
2698,NW_022145609.1,14804924,14805040,116
2699,NW_022145609.1,14806011,14806868,857
2700,NW_022145609.1,15040373,15040774,401
2701,NW_022145609.1,15493250,15493977,727
2702,NW_022145609.1,15592432,15598151,5719
2703,NW_022145609.1,15856790,15889195,32405
2704,NW_022145609.1,15996631,15999810,3179
2705,NW_022145609.1,16433500,16435140,1640
2706,NW_022145609.1,16961978,16966955,4977
2707,NW_022145609.1,17301548,17304041,2493
2708,NW_022145609.1,17425990,17427625,1635
2709,NW_022145609.1,17587572,17588592,1020
2710,NW_022145609.1,17734853,17737246,2393
2711,NW_022145609.1,18047153,18049174,2021
2712,NW_022145609.1,18568828,18569474,646
2713,NW_022145609.1,19343888,19350248,6360
2714,NW_022145609.1,19372940,19373523,583
2715,NW_022145609.1,20685667,20686875,1208
2716,NW_022145609.1,20945966,20974251,28285
2717,NW_022145609.1,20994420,20994424,4
2718,NW_022145609.1,21323690,21330963,7273
2719,NW_022145609.1,21822251,21827877,5626
2720,NW_022145609.1,22028804,22030576,1772
2721,NW_022145609.1,22094954,22095376,422
2722,NW_022145609.1,22225014,22226090,1076
2723,NW_022145609.1,22234295,22238616,4321
2724,NW_022145609.1,22245671,22255395,9724
2725,NW_022145609.1,22265030,22266997,1967
2726,NW_022145609.1,22476316,22479687,3371
2727,NW_022145609.1,22658505,22661646,3141
2728,NW_022145609.1,22879199,22881465,2266
2729,NW_022145609.1,22876546,22881466,4920
2730,NW_022145609.1,22917258,22917448,190
2731,NW_022145609.1,23191243,23191395,152
2732,NW_022145609.1,23200380,23204061,3681
2733,NW_022145609.1,25555606,25562012,6406
2734,NW_022145609.1,25572404,25582598,10194
2735,NW_022145609.1,26467994,26468027,33
2736,NW_022145609.1,27105570,27108236,2666
2737,NW_022145609.1,27182809,27186438,3629
2738,NW_022145609.1,27694965,27697410,2445
2739,NW_022145609.1,28489228,28491710,2482
2740,NW_022145609.1,28498974,28498988,14
2741,NW_022145609.1,28548972,28549955,983
2742,NW_022145609.1,28802666,28802807,141
2743,NW_022145609.1,28801340,28806726,5386
2744,NW_022145609.1,28806275,28809093,2818
2745,NW_022145609.1,28935122,28935408,286
2746,NW_022145609.1,28981173,29001214,20041
2747,NW_022145609.1,29001591,29002877,1286
2748,NW_022145609.1,29074199,29076137,1938
2749,NW_022145609.1,29289464,29291663,2199
2750,NW_022145609.1,29357151,29359054,1903
2751,NW_022145609.1,29525940,29528881,2941
2752,NW_022145609.1,29559594,29561390,1796
2753,NW_022145609.1,29514730,29529763,15033
2754,NW_022145609.1,29775929,29776160,231
2755,NW_022145609.1,29834207,29836570,2363
2756,NW_022145609.1,29862406,29864966,2560
2757,NW_022145609.1,29865163,29867633,2470
2758,NW_022145609.1,29987183,29990141,2958
2759,NW_022145609.1,30049003,30051047,2044
2760,NW_022145609.1,30128499,30132524,4025
2761,NW_022145609.1,30242706,30244467,1761
2762,NW_022145609.1,30263110,30266841,3731
2763,NW_022145609.1,30379984,30382031,2047
2764,NW_022145609.1,30516448,30516707,259
2765,NW_022145609.1,30846793,30850551,3758
2766,NW_022145609.1,31650308,31654063,3755
2767,NW_022145609.1,31842446,31843489,1043
2768,NW_022145609.1,31847671,31850972,3301
2769,NW_022145609.1,32092811,32095044,2233
2770,NW_022145609.1,32102403,32102983,580
2771,NW_022145609.1,32184063,32186295,2232
2772,NW_022145609.1,32539504,32541971,2467
2773,NW_022145609.1,32542643,32545720,3077
2774,NW_022145609.1,33089022,33091026,2004
2775,NW_022145609.1,33094992,33098927,3935
2776,NW_022145609.1,33099021,33103902,4881
2777,NW_022145609.1,33262833,33266526,3693
2778,NW_022145609.1,33863955,33869930,5975
2779,NW_022145609.1,33953826,33953943,117
2780,NW_022145609.1,34899925,34900803,878
2781,NW_022145609.1,35716284,35717935,1651
2782,NW_022145609.1,35840229,35840433,204
2783,NW_022145609.1,35847542,35854748,7206
2784,NW_022145609.1,35871752,35874271,2519
2785,NW_022145609.1,35895340,35898009,2669
2786,NW_022145609.1,36107607,36108923,1316
2787,NW_022145609.1,36262799,36267081,4282
2788,NW_022145609.1,36631045,36640470,9425
2789,NW_022145609.1,36658366,36661998,3632
2790,NW_022145609.1,36666464,36673638,7174
2791,NW_022145609.1,36687851,36689520,1669
2792,NW_022145609.1,36704411,36707610,3199
2793,NW_022145609.1,36711708,36723629,11921
2794,NW_022145609.1,36727822,36734015,6193
2795,NW_022145609.1,36831775,36835044,3269
2796,NW_022145609.1,36864604,36864605,1
2797,NW_022145609.1,36867299,36869683,2384
2798,NW_022145609.1,36877683,36884898,7215
2799,NW_022145609.1,37000595,37002391,1796
2800,NW_022145609.1,37111033,37111849,816
2801,NW_022145609.1,37134159,37137764,3605
2802,NW_022145609.1,37489121,37492067,2946
2803,NW_022145609.1,37951332,37955148,3816
2804,NW_022145609.1,38095322,38100197,4875
2805,NW_022145609.1,38215581,38227901,12320
2806,NW_022145609.1,38315930,38317806,1876
2807,NW_022145609.1,38439760,38443715,3955
2808,NW_022145609.1,38501033,38503595,2562
2809,NW_022145609.1,38503596,38505088,1492
2810,NW_022145610.1,320349,321297,948
2811,NW_022145610.1,414322,419524,5202
2812,NW_022145610.1,555133,557160,2027
2813,NW_022145610.1,651902,655742,3840
2814,NW_022145610.1,816296,816474,178
2815,NW_022145610.1,931573,934217,2644
2816,NW_022145610.1,958666,958904,238
2817,NW_022145610.1,1075605,1076435,830
2818,NW_022145610.1,1334007,1334699,692
2819,NW_022145610.1,1525662,1541063,15401
2820,NW_022145610.1,1645728,1649363,3635
2821,NW_022145610.1,2220827,2220841,14
2822,NW_022145610.1,2253302,2261929,8627
2823,NW_022145610.1,2845143,2846143,1000
2824,NW_022145610.1,2868200,2869185,985
2825,NW_022145610.1,2924318,2926929,2611
2826,NW_022145610.1,3025462,3030499,5037
2827,NW_022145610.1,3712821,3712823,2
2828,NW_022145610.1,3894609,3897783,3174
2829,NW_022145610.1,3997463,4000571,3108
2830,NW_022145610.1,4263299,4267268,3969
2831,NW_022145610.1,4341429,4342517,1088
2832,NW_022145610.1,5181047,5181067,20
2833,NW_022145610.1,5177424,5178340,916
2834,NW_022145610.1,5331531,5332093,562
2835,NW_022145610.1,5529594,5542660,13066
2836,NW_022145610.1,5860432,5863463,3031
2837,NW_022145610.1,6357676,6361980,4304
2838,NW_022145610.1,6366963,6367492,529
2839,NW_022145610.1,6390953,6392003,1050
2840,NW_022145610.1,6395773,6398029,2256
2841,NW_022145610.1,7237563,7248309,10746
2842,NW_022145610.1,7249453,7250918,1465
2843,NW_022145610.1,7437627,7437800,173
2844,NW_022145610.1,7597207,7599263,2056
2845,NW_022145610.1,8423447,8427116,3669
2846,NW_022145610.1,8473703,8473838,135
2847,NW_022145610.1,8867997,8874402,6405
2848,NW_022145610.1,9167427,9171726,4299
2849,NW_022145610.1,9258750,9260621,1871
2850,NW_022145610.1,9260692,9266599,5907
2851,NW_022145610.1,9375229,9376917,1688
2852,NW_022145610.1,9431650,9434172,2522
2853,NW_022145610.1,9443483,9448653,5170
2854,NW_022145610.1,9972210,9979328,7118
2855,NW_022145610.1,10182237,10184245,2008
2856,NW_022145610.1,10252995,10255876,2881
2857,NW_022145610.1,10599623,10600760,1137
2858,NW_022145610.1,10760582,10764759,4177
2859,NW_022145610.1,10977974,10981824,3850
2860,NW_022145610.1,11489536,11492766,3230
2861,NW_022145610.1,11726015,11727390,1375
2862,NW_022145610.1,11831414,11832906,1492
2863,NW_022145610.1,12683564,12685519,1955
2864,NW_022145610.1,12719467,12721766,2299
2865,NW_022145610.1,13388739,13425158,36419
2866,NW_022145610.1,13443850,13445459,1609
2867,NW_022145610.1,13769334,13773636,4302
2868,NW_022145610.1,13976133,13977936,1803
2869,NW_022145610.1,14097911,14101442,3531
2870,NW_022145610.1,14588307,14592913,4606
2871,NW_022145610.1,14782053,14783553,1500
2872,NW_022145610.1,15278152,15281537,3385
2873,NW_022145610.1,15452283,15454052,1769
2874,NW_022145610.1,15802198,15802284,86
2875,NW_022145610.1,15969801,15969890,89
2876,NW_022145610.1,16082456,16090771,8315
2877,NW_022145610.1,16095274,16095517,243
2878,NW_022145610.1,16456376,16463923,7547
2879,NW_022145610.1,17063590,17067266,3676
2880,NW_022145610.1,17481552,17483940,2388
2881,NW_022145610.1,17550077,17572745,22668
2882,NW_022145610.1,18165489,18168546,3057
2883,NW_022145610.1,18246720,18251108,4388
2884,NW_022145610.1,19201380,19207911,6531
2885,NW_022145610.1,19286711,19291712,5001
2886,NW_022145610.1,19477539,19482447,4908
2887,NW_022145610.1,19478858,19479876,1018
2888,NW_022145610.1,19514197,19520024,5827
2889,NW_022145610.1,19976404,19979614,3210
2890,NW_022145610.1,20795077,20796771,1694
2891,NW_022145610.1,20970513,20972266,1753
2892,NW_022145610.1,21007137,21010804,3667
2893,NW_022145610.1,21333406,21337536,4130
2894,NW_022145610.1,21441417,21451206,9789
2895,NW_022145610.1,21467445,21472825,5380
2896,NW_022145610.1,22346992,22349915,2923
2897,NW_022145610.1,22511202,22515310,4108
2898,NW_022145610.1,22775824,22780287,4463
2899,NW_022145610.1,23030443,23031088,645
2900,NW_022145610.1,23054606,23058982,4376
2901,NW_022145610.1,23811403,23816954,5551
2902,NW_022145610.1,23831594,23834555,2961
2903,NW_022145610.1,24124726,24125426,700
2904,NW_022145610.1,24196398,24199851,3453
2905,NW_022145610.1,24248001,24250730,2729
2906,NW_022145610.1,24250818,24254770,3952
2907,NW_022145610.1,24273800,24275499,1699
2908,NW_022145610.1,24389202,24390614,1412
2909,NW_022145610.1,24657299,24661784,4485
2910,NW_022145610.1,24974689,24974976,287
2911,NW_022145610.1,25709724,25710614,890
2912,NW_022145610.1,25906400,25909936,3536
2913,NW_022145610.1,26012774,26013468,694
2914,NW_022145610.1,26050881,26052156,1275
2915,NW_022145610.1,26213710,26215719,2009
2916,NW_022145610.1,26276082,26278642,2560
2917,NW_022145610.1,26373385,26386718,13333
2918,NW_022145610.1,26838589,26838860,271
2919,NW_022145610.1,26941640,26941642,2
2920,NW_022145610.1,27104118,27105738,1620
2921,NW_022145610.1,27288245,27289928,1683
2922,NW_022145610.1,27311419,27317255,5836
2923,NW_022145610.1,27319815,27323738,3923
2924,NW_022145610.1,27331293,27332845,1552
2925,NW_022145610.1,27672469,27675153,2684
2926,NW_022145610.1,27790919,27792092,1173
2927,NW_022145610.1,27856745,27858391,1646
2928,NW_022145610.1,27866600,27867601,1001
2929,NW_022145610.1,27878600,27880806,2206
2930,NW_022145610.1,27881837,27885467,3630
2931,NW_022145610.1,27975532,27976700,1168
2932,NW_022145610.1,28284505,28285000,495
2933,NW_022145610.1,28291718,28296389,4671
2934,NW_022145610.1,28316466,28318763,2297
2935,NW_022145610.1,28452648,28456658,4010
2936,NW_022145610.1,28464281,28465102,821
2937,NW_022145610.1,28468119,28470897,2778
2938,NW_022145610.1,29002502,29003305,803
2939,NW_022145610.1,29232412,29234368,1956
2940,NW_022145610.1,29775051,29777409,2358
2941,NW_022145610.1,29852626,29853013,387
2942,NW_022145610.1,30173641,30173661,20
2943,NW_022145610.1,30341201,30366869,25668
2944,NW_022145610.1,30606037,30606042,5
2945,NW_022145610.1,30983237,30986330,3093
2946,NW_022145610.1,31105540,31110402,4862
2947,NW_022145610.1,31234395,31237097,2702
2948,NW_022145610.1,31850572,31850583,11
2949,NW_022145610.1,32335235,32340729,5494
2950,NW_022145610.1,32500886,32500963,77
2951,NW_022145610.1,32629200,32632535,3335
2952,NW_022145610.1,32739189,32749267,10078
2953,NW_022145610.1,32746771,32747150,379
2954,NW_022145610.1,32747589,32749660,2071
2955,NW_022145610.1,32769294,32773679,4385
2956,NW_022145610.1,33337549,33338568,1019
2957,NW_022145610.1,33587839,33591761,3922
2958,NW_022145610.1,33788131,33799444,11313
2959,NW_022145610.1,34159964,34162202,2238
2960,NW_022145610.1,34505589,34506975,1386
2961,NW_022145610.1,34828351,34833258,4907
2962,NW_022145610.1,34908402,34916576,8174
2963,NW_022145610.1,34978953,34985333,6380
2964,NW_022145610.1,35031543,35033966,2423
2965,NW_022145611.1,74721,75569,848
2966,NW_022145611.1,80026,81057,1031
2967,NW_022145611.1,357838,359844,2006
2968,NW_022145611.1,1115642,1117498,1856
2969,NW_022145611.1,1318431,1327655,9224
2970,NW_022145611.1,1357185,1361885,4700
2971,NW_022145611.1,1384617,1397310,12693
2972,NW_022145611.1,1445446,1448620,3174
2973,NW_022145611.1,1537364,1541542,4178
2974,NW_022145611.1,1926569,1929562,2993
2975,NW_022145611.1,1973025,1976935,3910
2976,NW_022145611.1,2110344,2111038,694
2977,NW_022145611.1,2133200,2133296,96
2978,NW_022145611.1,2542977,2545204,2227
2979,NW_022145611.1,2813570,2816755,3185
2980,NW_022145611.1,2880704,2883741,3037
2981,NW_022145611.1,3009207,3010303,1096
2982,NW_022145611.1,3013099,3013384,285
2983,NW_022145611.1,3040015,3041426,1411
2984,NW_022145611.1,3042500,3043684,1184
2985,NW_022145611.1,3064110,3067802,3692
2986,NW_022145611.1,3176065,3176419,354
2987,NW_022145611.1,3299083,3300656,1573
2988,NW_022145611.1,3362691,3363284,593
2989,NW_022145611.1,3789472,3794304,4832
2990,NW_022145611.1,4164224,4164657,433
2991,NW_022145611.1,4320755,4322182,1427
2992,NW_022145611.1,4349555,4349977,422
2993,NW_022145611.1,4911312,4917162,5850
2994,NW_022145611.1,5321102,5326059,4957
2995,NW_022145611.1,5505793,5507474,1681
2996,NW_022145611.1,5519346,5519421,75
2997,NW_022145611.1,5681945,5683485,1540
2998,NW_022145611.1,5870189,5870990,801
2999,NW_022145611.1,5948015,5948676,661
3000,NW_022145611.1,6036992,6039555,2563
3001,NW_022145611.1,6689424,6691005,1581
3002,NW_022145611.1,6746821,6752054,5233
3003,NW_022145611.1,6955946,6955954,8
3004,NW_022145611.1,7294809,7294964,155
3005,NW_022145611.1,7509321,7511539,2218
3006,NW_022145611.1,7635783,7637073,1290
3007,NW_022145611.1,7724503,7728901,4398
3008,NW_022145611.1,7798275,7798297,22
3009,NW_022145611.1,7917133,7919640,2507
3010,NW_022145611.1,8183650,8184813,1163
3011,NW_022145611.1,8203366,8206089,2723
3012,NW_022145611.1,8303696,8306401,2705
3013,NW_022145611.1,8441499,8444295,2796
3014,NW_022145611.1,8560503,8561993,1490
3015,NW_022145611.1,8722137,8727098,4961
3016,NW_022145611.1,8863817,8867471,3654
3017,NW_022145611.1,8914606,8917842,3236
3018,NW_022145611.1,8921488,8923406,1918
3019,NW_022145611.1,9177630,9177681,51
3020,NW_022145611.1,9501252,9503461,2209
3021,NW_022145611.1,9503565,9504568,1003
3022,NW_022145611.1,9595989,9596952,963
3023,NW_022145611.1,10221380,10280664,59284
3024,NW_022145611.1,10538919,10544968,6049
3025,NW_022145611.1,10566261,10573257,6996
3026,NW_022145611.1,10819744,10821711,1967
3027,NW_022145611.1,11081436,11091744,10308
3028,NW_022145611.1,11110986,11124691,13705
3029,NW_022145611.1,11140747,11147554,6807
3030,NW_022145611.1,11164929,11176077,11148
3031,NW_022145611.1,12022474,12022533,59
3032,NW_022145611.1,12160410,12162933,2523
3033,NW_022145611.1,12220357,12220566,209
3034,NW_022145611.1,12333284,12338143,4859
3035,NW_022145611.1,12626152,12630742,4590
3036,NW_022145611.1,13102689,13105187,2498
3037,NW_022145611.1,13356234,13357940,1706
3038,NW_022145611.1,13390008,13390993,985
3039,NW_022145611.1,13437305,13442571,5266
3040,NW_022145611.1,13470241,13472534,2293
3041,NW_022145611.1,13726929,13728403,1474
3042,NW_022145611.1,14626852,14627676,824
3043,NW_022145611.1,15211859,15214893,3034
3044,NW_022145611.1,15264988,15269097,4109
3045,NW_022145611.1,15575754,15576291,537
3046,NW_022145611.1,16187775,16190625,2850
3047,NW_022145611.1,16195461,16196367,906
3048,NW_022145611.1,16238025,16239673,1648
3049,NW_022145611.1,16365464,16366176,712
3050,NW_022145611.1,16564462,16566908,2446
3051,NW_022145611.1,16708072,16713686,5614
3052,NW_022145611.1,18100186,18107411,7225
3053,NW_022145611.1,18132089,18133516,1427
3054,NW_022145611.1,18139606,18142731,3125
3055,NW_022145611.1,18384439,18384474,35
3056,NW_022145611.1,18484886,18511632,26746
3057,NW_022145611.1,18516729,18517214,485
3058,NW_022145611.1,18746909,18748255,1346
3059,NW_022145611.1,18959976,18962355,2379
3060,NW_022145611.1,19264921,19269856,4935
3061,NW_022145611.1,19635263,19637564,2301
3062,NW_022145611.1,20314945,20316274,1329
3063,NW_022145611.1,20490361,20491355,994
3064,NW_022145611.1,20563030,20563245,215
3065,NW_022145611.1,20690305,20693361,3056
3066,NW_022145611.1,21004283,21006314,2031
3067,NW_022145611.1,21606118,21611810,5692
3068,NW_022145611.1,22451911,22455927,4016
3069,NW_022145611.1,23076485,23080367,3882
3070,NW_022145611.1,24293317,24293633,316
3071,NW_022145611.1,24566019,24567772,1753
3072,NW_022145611.1,24569853,24571303,1450
3073,NW_022145611.1,25172473,25173427,954
3074,NW_022145611.1,25524568,25525100,532
3075,NW_022145611.1,26084477,26087944,3467
3076,NW_022145611.1,26838356,26840860,2504
3077,NW_022145611.1,27311211,27312788,1577
3078,NW_022145611.1,27435843,27437449,1606
3079,NW_022145611.1,27536390,27537764,1374
3080,NW_022145611.1,27541636,27542985,1349
3081,NW_022145611.1,27571963,27591390,19427
3082,NW_022145611.1,27613418,27616073,2655
3083,NW_022145611.1,28080977,28117510,36533
3084,NW_022145611.1,28423588,28427133,3545
3085,NW_022145611.1,29175077,29176933,1856
3086,NW_022145611.1,29639933,29640382,449
3087,NW_022145611.1,29899002,29899237,235
3088,NW_022145611.1,30133214,30134055,841
3089,NW_022145611.1,30456542,30458585,2043
3090,NW_022145611.1,30780201,30780334,133
3091,NW_022145611.1,30992166,30993456,1290
3092,NW_022145611.1,31752424,31758214,5790
3093,NW_022145611.1,32212470,32212573,103
3094,NW_022145611.1,32232525,32235746,3221
3095,NW_022145611.1,32294147,32298160,4013
3096,NW_022145611.1,32621442,32660924,39482
3097,NW_022145611.1,33321691,33322037,346
3098,NW_022145611.1,33342325,33342351,26
3099,NW_022145611.1,33575076,33576970,1894
3100,NW_022145611.1,33886087,33888098,2011
3101,NW_022145611.1,34018259,34018990,731
3102,NW_022145611.1,34169193,34169194,1
3103,NW_022145611.1,34350775,34360751,9976
3104,NW_022145611.1,34508908,34511122,2214
3105,NW_022145611.1,34572494,34573174,680
3106,NW_022145611.1,35652682,35658334,5652
3107,NW_022145611.1,36024741,36030871,6130
3108,NW_022145611.1,36034901,36035611,710
3109,NW_022145611.1,36102961,36103581,620
3110,NW_022145611.1,36584803,36589664,4861
3111,NW_022145611.1,36814797,36817131,2334
3112,NW_022145611.1,37960150,37960154,4
3113,NW_022145611.1,38007375,38056746,49371
3114,NW_022145611.1,38065568,38071232,5664
3115,NW_022145611.1,38884532,38889833,5301
3116,NW_022145611.1,39535425,39537670,2245
3117,NW_022145611.1,39538991,39543053,4062
3118,NW_022145611.1,41711958,41711960,2
3119,NW_022145611.1,41712953,41716953,4000
3120,NW_022145611.1,42477380,42483377,5997
3121,NW_022145611.1,42485450,42490952,5502
3122,NW_022145611.1,42513682,42539745,26063
3123,NW_022145611.1,42762919,42764094,1175
3124,NW_022145611.1,42785793,42787134,1341
3125,NW_022145611.1,43789717,43789790,73
3126,NW_022145611.1,44572715,44574292,1577
