yourlist:M202202226320BA52A5CE8FCD097CB85A53697A3542D570B	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC579853	A0A7M7P0T0	A0A7M7P0T0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P0U9	A0A7M7P0U9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0W2	A0A7M7P0W2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0W5	A0A7M7P0W5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0X7	A0A7M7P0X7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P0Y3	A0A7M7P0Y3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P0Y9	A0A7M7P0Y9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P107	A0A7M7P107_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6597
LOC579853	A0A7M7P116	A0A7M7P116_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P134	A0A7M7P134_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P145	A0A7M7P145_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P194	A0A7M7P194_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1B2	A0A7M7P1B2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1C9	A0A7M7P1C9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1E8	A0A7M7P1E8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P1T6	A0A7M7P1T6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1U6	A0A7M7P1U6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1W1	A0A7M7P1W1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P1X0	A0A7M7P1X0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P1Y4	A0A7M7P1Y4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P2P3	A0A7M7P2P3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6693
LOC579853	A0A7M7P2Q4	A0A7M7P2Q4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P2R8	A0A7M7P2R8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P2S8	A0A7M7P2S8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P2U0	A0A7M7P2U0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P386	A0A7M7P386_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P395	A0A7M7P395_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3A8	A0A7M7P3A8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3C0	A0A7M7P3C0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P3D5	A0A7M7P3D5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3E5	A0A7M7P3E5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P3G2	A0A7M7P3G2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7P6H8	A0A7M7P6H8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P6J0	A0A7M7P6J0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P6K0	A0A7M7P6K0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7P6L2	A0A7M7P6L2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7T0B9	A0A7M7T0B9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0C0	A0A7M7T0C0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0C2	A0A7M7T0C2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0C4	A0A7M7T0C4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC579853	A0A7M7T0D4	A0A7M7T0D4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6704
LOC579853	A0A7M7T0D7	A0A7M7T0D7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0D9	A0A7M7T0D9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0E1	A0A7M7T0E1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6666
LOC579853	A0A7M7T0E3	A0A7M7T0E3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	6628
LOC576280	A0A7M7NDQ5	A0A7M7NDQ5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2035
LOC576280	A0A7M7NGE1	A0A7M7NGE1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2306
LOC576280	A0A7M7NHZ9	A0A7M7NHZ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2295
LOC576280	A0A7M7SVV6	A0A7M7SVV6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2198
LOC576714	A0A7M7PT26	A0A7M7PT26_STRPU	unreviewed	Sema domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1881
LOC576714	A0A7M7PUV7	A0A7M7PUV7_STRPU	unreviewed	Sema domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1859
LOC576714	A0A7M7PWJ5	A0A7M7PWJ5_STRPU	unreviewed	Sema domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1884
LOC754421	A0A7M7MYN4	A0A7M7MYN4_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	338
LOC582903	A0A7M7NM06	A0A7M7NM06_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1393
LOC576444	A0A7M7PJ61	A0A7M7PJ61_STRPU	unreviewed	Calponin-homology (CH) domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2000
LOC576444	A0A7M7PKU9	A0A7M7PKU9_STRPU	unreviewed	Calponin-homology (CH) domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2012
LOC576444	A0A7M7PL55	A0A7M7PL55_STRPU	unreviewed	Calponin-homology (CH) domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2000
LOC576444	A0A7M7PN20	A0A7M7PN20_STRPU	unreviewed	Calponin-homology (CH) domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2003
LOC592104	A0A7M7PLT3	A0A7M7PLT3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	271
LOC592104	A0A7M7T4J2	A0A7M7T4J2_STRPU	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)		Strongylocentrotus purpuratus (Purple sea urchin)	164
LOC592104	A0A7M7T4K0	A0A7M7T4K0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	279
LOC585462	A0A7M7RDH0	A0A7M7RDH0_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	382
LOC105442306	A0A7M7N5W0	A0A7M7N5W0_STRPU	unreviewed	5_nucleotid_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	470
LOC587953	A0A7M7P9T6	A0A7M7P9T6_STRPU	unreviewed	Dynamin-binding protein (Scaffold protein Tuba)		Strongylocentrotus purpuratus (Purple sea urchin)	1879
LOC587953	A0A7M7P9Y1	A0A7M7P9Y1_STRPU	unreviewed	Dynamin-binding protein (Scaffold protein Tuba)		Strongylocentrotus purpuratus (Purple sea urchin)	1848
LOC587953	A0A7M7PAU7	A0A7M7PAU7_STRPU	unreviewed	Dynamin-binding protein (Scaffold protein Tuba)		Strongylocentrotus purpuratus (Purple sea urchin)	1846
LOC587953	A0A7M7PB44	A0A7M7PB44_STRPU	unreviewed	Dynamin-binding protein (Scaffold protein Tuba)		Strongylocentrotus purpuratus (Purple sea urchin)	1852
LOC587953	A0A7M7PCV4	A0A7M7PCV4_STRPU	unreviewed	Dynamin-binding protein (Scaffold protein Tuba)		Strongylocentrotus purpuratus (Purple sea urchin)	1817
LOC115918247	A0A7M7ST51	A0A7M7ST51_STRPU	unreviewed	Nudix hydrolase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	384
LOC580410	A0A7M7MZF8	A0A7M7MZF8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1078
LOC580410	A0A7M7MZL0	A0A7M7MZL0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1029
LOC580410	A0A7M7N0I6	A0A7M7N0I6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	956
LOC580410	A0A7M7N1T2	A0A7M7N1T2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	907
LOC580410	A0A7M7SSU2	A0A7M7SSU2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	873
LOC577292	A0A7M7RC17	A0A7M7RC17_STRPU	unreviewed	C2H2-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1177
LOC579719	A0A7M7T504	A0A7M7T504_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1501
LOC578352	A0A7M7GF41	A0A7M7GF41_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1009
LOC578352	A0A7M7HJU5	A0A7M7HJU5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1021
LOC578352	A0A7M7PSV4	A0A7M7PSV4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1017
LOC100890628	A0A7M7GK59	A0A7M7GK59_STRPU	unreviewed	Corticotropin-releasing factor-binding protein (Corticotropin-releasing hormone-binding protein)		Strongylocentrotus purpuratus (Purple sea urchin)	339
LOC755564	A0A7M7MYA7	A0A7M7MYA7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1108
LOC594798	A0A7M7N2J2	A0A7M7N2J2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1569
LOC100890993	A0A7M7HKH0	A0A7M7HKH0_STRPU	unreviewed	SAM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	893
LOC582056	A0A7M7NX46	A0A7M7NX46_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	4502
LOC576551	A0A7M7PR87	A0A7M7PR87_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	643
LOC115918052	A0A7M7N0Y7	A0A7M7N0Y7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	202
LOC752325	A0A7M7N8Q8	A0A7M7N8Q8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	116
LOC105447576	A0A7M7HRB3	A0A7M7HRB3_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	445
LOC100890593	A0A7M7HHR6	A0A7M7HHR6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	521
LOC100890593	A0A7M7HKX6	A0A7M7HKX6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	521
LOC100890593	A0A7M7LT24	A0A7M7LT24_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	526
LOC100890609	A0A7M7GHE4	A0A7M7GHE4_STRPU	unreviewed	Fe2OG dioxygenase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	508
LOC581216	A0A7M7TGI6	A0A7M7TGI6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	713
LOC585110	A0A7M7PUG9	A0A7M7PUG9_STRPU	unreviewed	C2 Aida-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC585110	A0A7M7T566	A0A7M7T566_STRPU	unreviewed	C2 Aida-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	249
LOC105440528	A0A7M7HJ00	A0A7M7HJ00_STRPU	unreviewed	Sulfotransfer_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	492
LOC593447	A0A7M7P1H1	A0A7M7P1H1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1209
LOC593447	A0A7M7P1P0	A0A7M7P1P0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1209
LOC593447	A0A7M7P1R6	A0A7M7P1R6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1206
LOC593447	A0A7M7P265	A0A7M7P265_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1176
LOC593447	A0A7M7P2L9	A0A7M7P2L9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1209
LOC593447	A0A7M7P3L3	A0A7M7P3L3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1210
LOC593447	A0A7M7P430	A0A7M7P430_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1197
LOC593447	A0A7M7P7C8	A0A7M7P7C8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1189
LOC593447	A0A7M7T0H7	A0A7M7T0H7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1183
LOC593447	A0A7M7T0J6	A0A7M7T0J6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1123
LOC576448	A0A7M7HKC4	A0A7M7HKC4_STRPU	unreviewed	Transgelin		Strongylocentrotus purpuratus (Purple sea urchin)	330
LOC100887875	A0A7M7PS41	A0A7M7PS41_STRPU	unreviewed	EGF-like domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	259
LOC591217	A0A7M7NWI9	A0A7M7NWI9_STRPU	unreviewed	RING-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	810
LOC590854	A0A7M7GG35	A0A7M7GG35_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	486
LOC590854	A0A7M7SWQ8	A0A7M7SWQ8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	476
LOC582410	A0A7M7SSM3	A0A7M7SSM3_STRPU	unreviewed	ZIP4_domain domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	902
LOC581667	A0A7M7SV09	A0A7M7SV09_STRPU	unreviewed	U-box domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1041
LOC579328	A0A7M7N1U3	A0A7M7N1U3_STRPU	unreviewed	NRF domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	717
LOC577919	A0A7M7ST95	A0A7M7ST95_STRPU	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)		Strongylocentrotus purpuratus (Purple sea urchin)	191
LOC100894073	A0A7M7HLB1	A0A7M7HLB1_STRPU	unreviewed	CARD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	671
LOC100894073	A0A7M7NPW3	A0A7M7NPW3_STRPU	unreviewed	CARD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	673
LOC100894073	A0A7M7NQD7	A0A7M7NQD7_STRPU	unreviewed	CARD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	735
LOC100894073	A0A7M7NR41	A0A7M7NR41_STRPU	unreviewed	CARD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	775
LOC100894073	A0A7M7NS46	A0A7M7NS46_STRPU	unreviewed	CARD domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	762
LOC585633	A0A7M7N6S4	A0A7M7N6S4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	591
LOC764556	A0A7M7P6H7	A0A7M7P6H7_STRPU	unreviewed	Receptor_IA-2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	607
LOC764556	A0A7M7T150	A0A7M7T150_STRPU	unreviewed	Receptor_IA-2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	608
LOC586986	A0A7M7NHC8	A0A7M7NHC8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	457
LOC586986	A0A7M7NHN6	A0A7M7NHN6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	460
LOC586986	A0A7M7NHS5	A0A7M7NHS5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	472
LOC586986	A0A7M7NHY1	A0A7M7NHY1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	470
LOC586986	A0A7M7NJB5	A0A7M7NJB5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	458
LOC586986	A0A7M7NJM6	A0A7M7NJM6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	485
LOC586986	A0A7M7NLN6	A0A7M7NLN6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	475
LOC586986	A0A7M7SWJ8	A0A7M7SWJ8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	473
LOC591480	A0A7M7REK1	A0A7M7REK1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	400
LOC585342	A0A7M7N2Y9	A0A7M7N2Y9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1156
LOC100893345	A0A7M7MZG6	A0A7M7MZG6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	543
LOC752828	A0A7M7PED4	A0A7M7PED4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1449
LOC752828	A0A7M7PEL9	A0A7M7PEL9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1693
LOC752828	A0A7M7PF82	A0A7M7PF82_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1684
LOC752828	A0A7M7PFL4	A0A7M7PFL4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1531
LOC752828	A0A7M7PG10	A0A7M7PG10_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1441
LOC752828	A0A7M7PI04	A0A7M7PI04_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1462
LOC752828	A0A7M7PI33	A0A7M7PI33_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1691
LOC752828	A0A7M7PK36	A0A7M7PK36_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1690
LOC752828	A0A7M7T370	A0A7M7T370_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1689
LOC752828	A0A7M7T389	A0A7M7T389_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1540
LOC100891398	A0A7M7HNH3	A0A7M7HNH3_STRPU	unreviewed	IRF-3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	370
LOC100891398	A0A7M7N5W5	A0A7M7N5W5_STRPU	unreviewed	IRF-3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	370
LOC591968	A0A7M7HKL2	A0A7M7HKL2_STRPU	unreviewed	FYVE-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	457
LOC591968	A0A7M7HNQ0	A0A7M7HNQ0_STRPU	unreviewed	FYVE-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	418
LOC586157	A0A7M7RGK4	A0A7M7RGK4_STRPU	unreviewed	Cathepsin C (EC 3.4.14.1) (Cathepsin J) (Dipeptidyl peptidase 1) (Dipeptidyl peptidase 1 exclusion domain chain) (Dipeptidyl peptidase 1 light chain) (Dipeptidyl peptidase I) (Dipeptidyl peptidase I exclusion domain chain) (Dipeptidyl peptidase I light chain) (Dipeptidyl transferase)		Strongylocentrotus purpuratus (Purple sea urchin)	482
LOC752039	A0A7M7LKU2	A0A7M7LKU2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	381
LOC581094	A0A7M7RE53	A0A7M7RE53_STRPU	unreviewed	Tyrosine 3-hydroxylase (EC 1.14.16.2) (Tyrosine 3-monooxygenase)		Strongylocentrotus purpuratus (Purple sea urchin)	522
LOC576147	A0A7M7HPQ9	A0A7M7HPQ9_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	503
LOC576147	A0A7M7SSF8	A0A7M7SSF8_STRPU	unreviewed	Protein kinase domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	486
LOC589658	A0A7M7LTX9	A0A7M7LTX9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	428
LOC100893199	A0A7M7NVE3	A0A7M7NVE3_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	536
LOC100888834	A0A7M7PPI6	A0A7M7PPI6_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	935
LOC115924308	A0A7M7NVD3	A0A7M7NVD3_STRPU	unreviewed	Aa_trans domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	514
